ReactionID,Reaction,UniprotID,EC,ReactionRule
HMR_4590,-1.0 H+ + -1.0 L-xylulose + -1.0 NADPH --> 1.0 NADP+ + 1.0 xylitol,['DCXR_HUMAN'],1.1.1.10,Q7Z4W1
HMR_4591,-1.0 NAD+ + -1.0 xylitol --> 1.0 H+ + 1.0 L-xylulose + 1.0 NADH,"['PECR_HUMAN', 'MECR_HUMAN']",1.1.1.15,Q9BY49 or Q9BV79
HMR_4592,-1.0 D-xylose + -1.0 H+ + -1.0 NADPH <--> 1.0 NADP+ + 1.0 xylitol,"['ALDR_HUMAN', 'AK1BA_HUMAN']",1.1.1.21,P15121 or O60218
HMR_4593,-1.0 NAD+ + -1.0 xylitol --> 1.0 D-xylulose + 1.0 H+ + 1.0 NADH,['DHSO_HUMAN'],1.1.1.9,Q00796
HMR_4594,-1.0 D-xylose + -1.0 NADP+ --> 1.0 D-xylonolactone + 1.0 H+ + 1.0 NADPH,['DHDH_HUMAN'],1.1.1.179,Q
HMR_4595,-1.0 ADP + -1.0 D-xylulose-5-phosphate + -1.0 H+ <--> 1.0 ATP + 1.0 D-xylulose,['XYLB_HUMAN'],2.7.1.17,O75191
HMR_8341,-1.0 H+ + -1.0 L-arabinose + -1.0 NADPH --> 1.0 L-arabitol + 1.0 NADP+,"['ALDR_HUMAN', 'ARK72_HUMAN', 'AK1A1_HUMAN']","['1.1.1.21', '1.1.1.2']",O43488 or P15121 or P14550
HMR_8342,-1.0 H+ + -1.0 L-xylulose + -1.0 NADH <--> 1.0 L-arabitol + 1.0 NAD+,[],NA,
HMR_8344,-1.0 glucuronate + -1.0 H+ + -1.0 NADPH <--> 1.0 L-gulonate + 1.0 NADP+,['AK1A1_HUMAN'],NA,P14550
HMR_8352,-1.0 3-dehydro-L-gulonate + -1.0 H+ + -1.0 NADH <--> 1.0 L-gulonate + 1.0 NAD+,['CRYL1_HUMAN'],NA,Q9Y2S2
HMR_8353,-1.0 3-dehydro-L-gulonate + -1.0 H+ <--> 1.0 CO2 + 1.0 L-xylulose,[],NA,
HMR_8726,-1.0 ATP + -1.0 D-ribulose --> 1.0 ADP + 1.0 H+ + 1.0 ribulose-5-phosphate,['RBSK_HUMAN'],NA,Q9H477
HMR_8727,-1.0 H2O + -1.0 UDP-glucuronate --> 1.0 D-glucuronate 1-phosphate + 2.0 H+ + 1.0 UMP,['ALG5_HUMAN'],2.4.1.117,Q9Y673
HMR_8728,-1.0 D-glucuronate 1-phosphate + -1.0 H2O --> 1.0 glucuronate + 1.0 Pi,[],NA,
HMR_8729,-1.0 H2O + -1.0 UDP-glucuronate --> 1.0 glucuronate + 1.0 H+ + 1.0 UDP,['UXS1_HUMAN'],4.1.1.35,Q8NBZ7
HMR_6537,-1.0 glucuronate + -1.0 H+ + -1.0 NADPH <--> 1.0 L-gulonate + 1.0 NADP+,['AK1A1_HUMAN'],1.1.1.2,P14550
HMR_1568,-1.0 acetaldehyde + -1.0 H2O + -1.0 NAD+ --> 1.0 acetate + 2.0 H+ + 1.0 NADH,"['AL1A3_HUMAN', 'AL3B1_HUMAN', 'AL3B2_HUMAN', 'AL3A1_HUMAN']","['1.2.1.4', '1.2.1.5']",P43353 or P30838 or P48448 or P47895
HMR_3853,-1.0 GSH + -1.0 methylglyoxal --> 1.0 (R)-S-lactoylglutathione,"['LGUL_HUMAN', 'GLOD4_HUMAN']",4.4.1.5,Q04760 or Q9HC38
HMR_3854,-1.0 H+ + -1.0 methylglyoxal + -1.0 NADH --> 1.0 lactaldehyde + 1.0 NAD+,"['ALDR_HUMAN', 'AK1BA_HUMAN']",1.1.1.21,P15121 or O60218
HMR_3855,"-1.0 H+ + -1.0 lactaldehyde + -1.0 NADPH --> 1.0 NADP+ + 1.0 propane-1,2-diol","['ALDR_HUMAN', 'AK1BA_HUMAN']",1.1.1.21,P15121 or O60218
HMR_3857,-1.0 (R)-S-lactoylglutathione + -1.0 H2O --> 1.0 D-lactate + 1.0 GSH + 1.0 H+,"['GLO2_HUMAN', 'HAGHL_HUMAN']",3.1.2.6,Q16775 or Q6PII5
HMR_3859,-1.0 D-lactate + -2.0 ferricytochrome C --> 2.0 ferrocytochrome C + 2.0 H+ + 1.0 pyruvate,"['CB5D1_HUMAN', 'LDHD_HUMAN']",1.1.2.4,Q86WU2 or Q6P9G0
HMR_4087,-1.0 malate + -1.0 NAD+ --> 1.0 CO2 + 1.0 NADH + 1.0 pyruvate,"['MAOM_HUMAN', 'MAON_HUMAN']","['1.1.1.38', '1.1.1.39']",P23368 or Q16798
HMR_4089,-1.0 malate + -1.0 NADP+ --> 1.0 CO2 + 1.0 NADPH + 1.0 pyruvate,"['RWD2A_HUMAN', 'MAOX_HUMAN']","['1.1.1.38', '1.1.1.40']",Q9UIY3 or P48163
HMR_4091,-1.0 malate + -1.0 NADP+ --> 1.0 CO2 + 1.0 NADPH + 1.0 pyruvate,"['MAOM_HUMAN', 'MAON_HUMAN']","['1.1.1.38', '1.1.1.40']",P23368 or Q16798
HMR_4093,-1.0 acetyl-CoA + -1.0 H2O --> 1.0 acetate + 1.0 CoA + 1.0 H+,['ACO12_HUMAN'],3.1.2.1,Q8WYK0
HMR_4095,-1.0 acetyl-CoA + -1.0 H2O --> 1.0 acetate + 1.0 CoA + 1.0 H+,['ACO12_HUMAN'],3.1.2.1,Q8WYK0
HMR_4101,-1.0 GTP + -1.0 OAA --> 1.0 CO2 + 1.0 GDP + 1.0 PEP,['PCKGC_HUMAN'],4.1.1.32,P35558
HMR_4103,-1.0 GTP + -1.0 OAA --> 1.0 CO2 + 1.0 GDP + 1.0 PEP,['PCKGM_HUMAN'],4.1.1.32,Q16822
HMR_4143,-1.0 ATP + -1.0 HCO3- + -1.0 pyruvate --> 1.0 ADP + 1.0 H+ + 1.0 OAA + 1.0 Pi,['PYC_HUMAN'],6.4.1.1,P11498
HMR_4193,-1.0 CDP + -1.0 H+ + -1.0 PEP --> 1.0 CTP + 1.0 pyruvate,"['KPYM_HUMAN', 'KPYR_HUMAN']",2.7.1.40,P14618 or P30613
HMR_8497,-1.0 H+ + -1.0 methylglyoxal + -1.0 NADPH --> 1.0 hydroxyacetone + 1.0 NADP+,"['ALDR_HUMAN', 'ARK72_HUMAN', 'AK1A1_HUMAN']","['1.1.1.21', '1.1.1.2']",O43488 or P15121 or P14550
HMR_8498,-1.0 acetone + -1.0 H+ + -1.0 NADPH + -1.0 O2 --> 1.0 H2O + 1.0 hydroxyacetone + 1.0 NADP+,['CP2E1_HUMAN'],NA,P05181
HMR_8499,-1.0 H+ + -1.0 hydroxyacetone + -1.0 NADPH + -1.0 O2 --> 2.0 H2O + 1.0 methylglyoxal + 1.0 NADP+,['CP2E1_HUMAN'],NA,P05181
HMR_8500,"-1.0 H+ + -1.0 hydroxyacetone + -1.0 NADPH --> 1.0 NADP+ + 1.0 propane-1,2-diol","['ALDR_HUMAN', 'ARK72_HUMAN', 'AK1A1_HUMAN']","['1.1.1.21', '1.1.1.2']",O43488 or P15121 or P14550
HMR_8501,-1.0 H+ + -1.0 methylglyoxal + -1.0 NADPH --> 1.0 D-lactaldehyde + 1.0 NADP+,['GRHPR_HUMAN'],"['1.1.1.79', '1.1.1.81']",Q9UBQ7
HMR_8502,-1.0 (R)-S-lactoylglutathione + -1.0 H+ + -1.0 NADH <--> 1.0 D-lactaldehyde + 1.0 GSH + 1.0 NAD+,"['ADH1A_HUMAN', 'ADH1B_HUMAN', 'ADH7_HUMAN', 'ADH4_HUMAN', 'ADHX_HUMAN', 'HOT_HUMAN', 'ADH1G_HUMAN', 'ADH6_HUMAN']",1.1.1.1,Q8IWW8 or P28332 or P07327 or P40394 or P00325 or P11766 or P08319 or P00326
HMR_8503,-1.0 H2O + -1.0 lactaldehyde + -1.0 NAD+ --> 2.0 H+ + 1.0 L-lactate + 1.0 NADH,"['AL9A1_HUMAN', 'AL7A1_HUMAN', 'AL1A3_HUMAN', 'AL3A2_HUMAN', 'AL3B2_HUMAN', 'AL3B1_HUMAN', 'AL3A1_HUMAN']","['1.2.1.4', '1.2.1.5']",P43353 or P51648 or P30838 or P48448 or P49189 or P49419 or P47895
HMR_8504,-1.0 D-lactaldehyde + -1.0 H2O + -1.0 NAD+ --> 1.0 D-lactate + 2.0 H+ + 1.0 NADH,"['ALDH2_HUMAN', 'AL9A1_HUMAN', 'AL7A1_HUMAN', 'AL1B1_HUMAN', 'AL3A2_HUMAN']",1.2.1.3,P51648 or P05091 or P30837 or P49189 or P49419
HMR_8506,-1.0 H2O + -1.0 lactaldehyde + -1.0 NAD+ --> 2.0 H+ + 1.0 L-lactate + 1.0 NADH,"['ALDH2_HUMAN', 'AL9A1_HUMAN', 'AL7A1_HUMAN', 'AL1B1_HUMAN', 'AL3A2_HUMAN']",1.2.1.3,P51648 or P05091 or P30837 or P49189 or P49419
HMR_8507,"-1.0 NAD+ + -1.0 propane-1,2-diol --> 1.0 D-lactaldehyde + 1.0 H+ + 1.0 NADH","['ADH1A_HUMAN', 'ADH1B_HUMAN', 'ADH7_HUMAN', 'ADH4_HUMAN', 'PTGR3_HUMAN', 'ADHX_HUMAN', 'HOT_HUMAN', 'ADH1G_HUMAN', 'ADH6_HUMAN']",NA,Q8IWW8 or P28332 or Q8N4Q0 or P07327 or P40394 or P00325 or P11766 or P08319 or P00326
HMR_8508,"-1.0 NAD+ + -1.0 propane-1,2-diol --> 1.0 H+ + 1.0 lactaldehyde + 1.0 NADH","['ADH1A_HUMAN', 'ADH1B_HUMAN', 'ADH7_HUMAN', 'ADH4_HUMAN', 'PTGR3_HUMAN', 'ADHX_HUMAN', 'HOT_HUMAN', 'ADH1G_HUMAN', 'ADH6_HUMAN']",NA,Q8IWW8 or P28332 or Q8N4Q0 or P07327 or P40394 or P00325 or P11766 or P08319 or P00326
HMR_8509,"-1.0 D-lactaldehyde + -1.0 H+ + -1.0 NADPH --> 1.0 NADP+ + 1.0 propane-1,2-diol","['ALDR_HUMAN', 'ARK72_HUMAN', 'AK1A1_HUMAN']","['1.1.1.21', '1.1.1.2']",O43488 or P15121 or P14550
HMR_8511,-1.0 (R)-S-lactoylglutathione + -1.0 H2O --> 1.0 D-lactate + 1.0 GSH + 1.0 H+,"['GLO2_HUMAN', 'HAGHL_HUMAN']",3.1.2.6,Q16775 or Q6PII5
HMR_8512,-1.0 D-lactate + -1.0 NAD+ <--> 1.0 H+ + 1.0 NADH + 1.0 pyruvate,['LDHD_HUMAN'],1.1.2.4,Q86WU2
HMR_8514,-2.0 ferricytochrome C + -1.0 L-lactate --> 2.0 ferrocytochrome C + 2.0 H+ + 1.0 pyruvate,"['CB5D1_HUMAN', 'LDHD_HUMAN']",1.1.2.4,Q86WU2 or Q6P9G0
HMR_8516,-1.0 DHAP --> 1.0 methylglyoxal + 1.0 Pi,['AUHM_HUMAN'],NA,Q13825
HMR_8517,-1.0 GAP --> 1.0 methylglyoxal + 1.0 Pi,[],4.2.3.3,
HMR_4280,-1.0 H+ + -1.0 NADH + -1.0 pyruvate <--> 1.0 L-lactate + 1.0 NAD+,"['UEVLD_HUMAN', 'LDH6A_HUMAN', 'LDHA_HUMAN', 'LDHC_HUMAN', 'LDH6B_HUMAN', 'LDHB_HUMAN']",1.1.1.27,P or P00338 or Q8IX04 or P07864 or Q6ZMR3 or Q9BYZ2
HMR_0153,-1.0 ATP + -1.0 CoA + -1.0 propanoate --> 1.0 AMP + 1.0 PPi + 1.0 propanoyl-CoA,"['ACS2L_HUMAN', 'ACSA_HUMAN', 'ACSS3_HUMAN']","['6.2.1.17', '6.2.1.1', '3.1.2.2']",Q9H6R3 or Q9NR19 or Q9NUB1
HMR_3212,-1.0 FAD + -1.0 propanoyl-CoA --> 1.0 acrylyl-CoA + 1.0 FADH2,"['ACAD9_HUMAN', 'ACD11_HUMAN', 'ACD10_HUMAN', 'ACADS_HUMAN', 'ACDSB_HUMAN', 'ACADM_HUMAN', 'ACAD8_HUMAN']",1.3.99.3,Q6JQN1 or P11310 or P16219 or Q9UKU7 or Q9H845 or P45954 or Q709F0
HMR_3797,-1.0 AMP + -1.0 PPi + -1.0 propanoyl-CoA <--> 1.0 ATP + 1.0 CoA + 1.0 propanoate,"['ACS2L_HUMAN', 'ACSA_HUMAN', 'ACSS3_HUMAN']",6.2.1.17,Q9H6R3 or Q9NR19 or Q9NUB1
HMR_3800,-1.0 2-oxobutyrate + -1.0 CoA + -1.0 NAD+ --> 1.0 CO2 + 1.0 NADH + 1.0 propanoyl-CoA,"['DLDH_HUMAN', 'ODB2_HUMAN', 'ODBA_HUMAN', 'ODBB_HUMAN']",1.2.7.2,P21953 and P09622 and P11182 and P12694
HMR_4105,-1.0 H+ + -1.0 malonyl-CoA --> 1.0 acetyl-CoA + 1.0 CO2,['DCMC_HUMAN'],4.1.1.9,O95822
HMR_4106,-1.0 H+ + -1.0 malonyl-CoA --> 1.0 acetyl-CoA + 1.0 CO2,['DCMC_HUMAN'],4.1.1.9,O95822
HMR_4107,-1.0 H+ + -1.0 malonyl-CoA --> 1.0 acetyl-CoA + 1.0 CO2,['DCMC_HUMAN'],4.1.1.9,O95822
HMR_4282,-1.0 3-oxopropanoate + -1.0 CoA + -1.0 NAD+ --> 1.0 acetyl-CoA + 1.0 CO2 + 1.0 NADH,['MMSA_HUMAN'],"['1.2.1.18', '1.2.1.27']",Q02252
HMR_4331,-1.0 AMP + -1.0 H+ + -1.0 propanoyl-CoA <--> 1.0 CoA + 1.0 propinol adenylate,"['ACS2L_HUMAN', 'ACSA_HUMAN', 'ACSS3_HUMAN']","['6.2.1.17', '6.2.1.1']",Q9H6R3 or Q9NR19 or Q9NUB1
HMR_4459,-1.0 ATP + -1.0 H+ + -1.0 propanoate --> 1.0 PPi + 1.0 propinol adenylate,"['ACS2L_HUMAN', 'ACSA_HUMAN', 'ACSS3_HUMAN']","['6.2.1.1', '6.2.1.17']",Q9H6R3 or Q9NR19 or Q9NUB1
HMR_4460,-1.0 ATP + -1.0 H+ + -1.0 propanoate <--> 1.0 PPi + 1.0 propinol adenylate,"['ACS2L_HUMAN', 'ACSA_HUMAN', 'ACSS3_HUMAN']","['6.2.1.1', '6.2.1.17']",Q9H6R3 or Q9NR19 or Q9NUB1
HMR_4464,-1.0 acetoacetate + -1.0 H+ --> 1.0 acetone + 1.0 CO2,[],4.1.1.4,
HMR_4497,-1.0 hydracrylate + -1.0 NAD+ --> 1.0 3-oxopropanoate + 1.0 H+ + 1.0 NADH,['DHC24_HUMAN'],1.1.1.59,Q15392
HMR_4741,-1.0 3-hydroxypropionyl-CoA + -1.0 H2O --> 1.0 CoA + 1.0 H+ + 1.0 hydracrylate,['HIBCH_HUMAN'],3.1.2.4,Q6NVY1
HMR_8078,-1.0 H2O + -1.0 OAA + -1.0 propanoyl-CoA --> 1.0 2-methylcitrate + 1.0 CoA + 1.0 H+,[],NA,
HMR_9803,-2.0 H+ + -1.0 malonyl-CoA + -1.0 NADPH <--> 1.0 H2O + 1.0 NADP+ + 1.0 3-oxopropionyl-CoA,[],NA,
HMR_9804,-1.0 3-hydroxypropionyl-CoA + -1.0 NADP+ <--> 1.0 H+ + 1.0 NADPH + 1.0 3-oxopropionyl-CoA,"['RDH12_HUMAN', 'AK1BA_HUMAN', 'DHRS2_HUMAN', 'AK1BF_HUMAN', 'DHB14_HUMAN', 'ADHX_HUMAN', 'AK1C1_HUMAN', 'RDH14_HUMAN', 'BDH2_HUMAN', 'DHI2_HUMAN', 'MDH1B_HUMAN', 'DR9C7_HUMAN', '3BHS7_HUMAN', 'RDH10_HUMAN', 'HTAI2_HUMAN', 'D42E2_HUMAN', 'WWOX_HUMAN', 'DHB8_HUMAN', 'CTBP1_HUMAN', 'RDH13_HUMAN', 'CBR4_HUMAN', 'RDHE2_HUMAN', 'D42E1_HUMAN', 'DHI1L_HUMAN', 'DHB11_HUMAN', 'AK1C4_HUMAN']",1.1.1.-,Q9BPX1 or Q9H2F3 or Q13268 or Q9BUP3 or Q or Q5I0G3 or Q96NR8 or Q8N4T8 or Q13363 or Q8NBN7 or Q9BUT1 or Q7Z5J1 or Q8NEX9 or Q8N3Y7 or P80365 or A or Q8WUS8 or Q9NZC7 or Q04828 or P11766 or O60218 or Q8NBQ5 or P17516 or Q92506 or C9JRZ8 or Q
HMR_0718,-1.0 AKG + -1.0 FADH2 --> 1.0 2-hydroxyglutarate + 1.0 FAD,['L2HDH_HUMAN'],1.1.99.2,Q9H9P8
HMR_0719,-1.0 AKG + -1.0 H+ + -1.0 NADH --> 1.0 2-hydroxyglutarate + 1.0 NAD+,['SERA_HUMAN'],1.1.1.95,O43175
HMR_1434,-1.0 acetoacetyl-CoA + -1.0 CoA <--> 2.0 acetyl-CoA,['THIC_HUMAN'],2.3.1.9,Q9BWD1
HMR_1436,-1.0 acetoacetate + -1.0 ATP + -1.0 CoA --> 1.0 acetoacetyl-CoA + 1.0 AMP + 1.0 PPi,['AACS_HUMAN'],6.2.1.16,Q86V21
HMR_3163,-1.0 butyryl-CoA + -1.0 FAD --> 1.0 crotonyl-CoA + 1.0 FADH2,"['ACAD9_HUMAN', 'ACD11_HUMAN', 'ACD10_HUMAN', 'ACADS_HUMAN', 'ACDSB_HUMAN', 'ACADM_HUMAN', 'ACAD8_HUMAN']",1.3.99.3,Q6JQN1 or P11310 or P16219 or Q9UKU7 or Q9H845 or P45954 or Q709F0
HMR_4461,-1.0 (R)-3-hydroxybutanoate + -1.0 NAD+ <--> 1.0 acetoacetate + 1.0 H+ + 1.0 NADH,"['BDH2_HUMAN', 'BDH_HUMAN']",1.1.1.30,Q02338 or Q9BUT1
HMR_4604,-1.0 acetoacetyl-CoA + -1.0 acetyl-CoA + -1.0 H2O --> 1.0 CoA + 1.0 H+ + 1.0 HMG-CoA,['HMCS1_HUMAN'],2.3.3.10,Q01581
HMR_5351,-1.0 2-hydroxybutyrate + -1.0 NAD+ <--> 1.0 2-oxobutyrate + 1.0 H+ + 1.0 NADH,"['UEVLD_HUMAN', 'LDH6A_HUMAN', 'LDHC_HUMAN', 'LDH6B_HUMAN', 'LDHB_HUMAN']",1.1.1.27,P or Q8IX04 or P07864 or Q6ZMR3 or Q9BYZ2
HMR_7709,-1.0 (R)-3-hydroxybutanoyl-CoA <--> 1.0 crotonyl-CoA + 1.0 H2O,['ECHD2_HUMAN'],4.2.1.55,Q86YB7
HMR_4052,-1.0 ATP + -1.0 ribose-5-phosphate --> 1.0 AMP + 1.0 H+ + 1.0 PRPP,"['PRPS3_HUMAN', 'PRPS1_HUMAN', 'PRPS2_HUMAN']",2.7.6.1,P11908 or P60891 or P21108
HMR_4304,"-1.0 glucose-6-phosphate + -1.0 NADP+ --> 1.0 glucono-1,5-lactone-6-phosphate + 1.0 H+ + 1.0 NADPH",['G6PD_HUMAN'],1.1.1.49,P11413
HMR_4306,"-1.0 glucono-1,5-lactone-6-phosphate + -1.0 H+ + -1.0 NADPH <--> 1.0 glucose-6-phosphate + 1.0 NADP+",['G6PD_HUMAN'],1.1.1.49,P11413
HMR_4350,-1.0 ADP + -1.0 H+ + -1.0 ribose-5-phosphate <--> 1.0 ATP + 1.0 ribose,"['BABA2_HUMAN', 'RBSK_HUMAN']",2.7.1.15,Q9NXR7 or Q9H477
HMR_4351,-1.0 ribose-5-phosphate <--> 1.0 ribulose-5-phosphate,['RPIA_HUMAN'],5.3.1.6,P49247
HMR_4352,-1.0 ribose-5-phosphate <--> 1.0 ribulose-5-phosphate,['RPIA_HUMAN'],5.3.1.6,P49247
HMR_4354,-1.0 ribose-1-phosphate <--> 1.0 ribose-5-phosphate,"['PGM1_HUMAN', 'PGM2_HUMAN']","['5.4.2.2', '5.4.2.7']",P36871 or Q96G03
HMR_4398,-1.0 2-deoxy-D-ribose-5-phosphate <--> 1.0 acetaldehyde + 1.0 GAP,['DEOC_HUMAN'],4.1.2.4,Q9Y315
HMR_4404,-1.0 D-xylulose-5-phosphate + -1.0 erythrose-4-phosphate <--> 1.0 fructose-6-phosphate + 1.0 GAP,"['TKTL1_HUMAN', 'TKTL2_HUMAN', 'TKT_HUMAN']",2.2.1.1,P51854 or Q9H0I9 or P29401
HMR_4473,-1.0 6-phospho-D-gluconate + -1.0 NADP+ --> 1.0 CO2 + 1.0 NADPH + 1.0 ribulose-5-phosphate,['6PGD_HUMAN'],1.1.1.44,P52209
HMR_4474,-1.0 6-phospho-D-gluconate + -1.0 NADP+ --> 1.0 CO2 + 1.0 NADPH + 1.0 ribulose-5-phosphate,['6PGD_HUMAN'],1.1.1.44,P52209
HMR_4476,-1.0 6-phospho-D-gluconate + -1.0 ADP + -1.0 H+ <--> 1.0 ATP + 1.0 D-gluconic acid,"['SAT2_HUMAN', 'SAT1_HUMAN']",2.3.1.57,P21673 or Q
HMR_4477,-1.0 D-xylulose-5-phosphate <--> 1.0 ribulose-5-phosphate,"['RPEL1_HUMAN', 'RPE_HUMAN']",5.1.3.1,Q96AT9 or Q
HMR_4501,-1.0 D-xylulose-5-phosphate + -1.0 ribose-5-phosphate <--> 1.0 GAP + 1.0 sedoheptulose-7-phosphate,"['TKTL1_HUMAN', 'TKTL2_HUMAN', 'TKT_HUMAN']",2.2.1.1,P51854 or Q9H0I9 or P29401
HMR_4565,-1.0 GAP + -1.0 sedoheptulose-7-phosphate <--> 1.0 erythrose-4-phosphate + 1.0 fructose-6-phosphate,['TALDO_HUMAN'],2.2.1.2,P37837
HMR_4567,"-1.0 ADP + -1.0 H+ + -1.0 sedoheptulose-1,7-bisphosphate <--> 1.0 ATP + 1.0 sedoheptulose-7-phosphate","['PFKAL_HUMAN', 'PFKAM_HUMAN', 'PFKAP_HUMAN']",2.7.1.11,Q01813 or P17858 or P08237
HMR_4568,"-1.0 H+ + -1.0 sedoheptulose-1,7-bisphosphate + -1.0 UDP <--> 1.0 sedoheptulose-7-phosphate + 1.0 UTP","['PFKAL_HUMAN', 'PFKAM_HUMAN', 'PFKAP_HUMAN']",2.7.1.11,Q01813 or P17858 or P08237
HMR_9799,-1.0 ATP + -1.0 sedoheptulose <--> 1.0 ADP + 1.0 H+ + 1.0 sedoheptulose-7-phosphate,['SHPK_HUMAN'],2.7.1.14,Q9UHJ6
HMR_9800,-1.0 ATP + -1.0 sedoheptulose <--> 1.0 ADP + 1.0 H+ + 1.0 sedoheptulose-1-phosphate,['KHK_HUMAN'],2.7.1.3,P50053
HMR_4623,"-1.0 glucono-1,5-lactone-6-phosphate + -1.0 H2O --> 1.0 6-phospho-D-gluconate + 1.0 H+","['G6PE_HUMAN', '6PGL_HUMAN']",3.1.1.31,O95479 or O
HMR_4625,"-1.0 glucono-1,5-lactone-6-phosphate + -1.0 H2O --> 1.0 6-phospho-D-gluconate + 1.0 H+","['G6PE_HUMAN', '6PGL_HUMAN']",3.1.1.31,O95479 or O
HMR_4710,-1.0 2-deoxy-D-ribose-1-phosphate <--> 1.0 2-deoxy-D-ribose-5-phosphate,"['PGM2_HUMAN', 'ST20_HUMAN']",5.4.2.7,Q96G03 or Q
HMR_4841,-1.0 H+ + -1.0 NADH + -1.0 ribose <--> 1.0 NAD+ + 1.0 ribitol,"['AL3B2_HUMAN', 'AL3B1_HUMAN', 'AL1A3_HUMAN', 'AL3A1_HUMAN']",1.2.1.5,P43353 or P30838 or P48448 or P47895
HMR_8074,-1.0 ATP + -1.0 deoxyribose --> 1.0 2-deoxy-D-ribose-5-phosphate + 1.0 ADP + 1.0 H+,"['BABA2_HUMAN', 'RBSK_HUMAN']",2.7.1.15,Q9NXR7 or Q9H477
HMR_8653,"-1.0 glucono-1,5-lactone-6-phosphate + -1.0 H+ + -1.0 NADH <--> 1.0 glucose-6-phosphate + 1.0 NAD+","['G6PE_HUMAN', '6PGL_HUMAN']",3.1.1.31,O95479 or O
HMR_3998,-1.0 ADP + -1.0 H2O --> 1.0 AMP + 1.0 H+ + 1.0 Pi,"['ENTP4_HUMAN', 'ENTP6_HUMAN', 'ENTP2_HUMAN', 'ENTP5_HUMAN', 'ENTP3_HUMAN', 'CANT1_HUMAN', 'ENTP1_HUMAN', 'ENTP8_HUMAN']","['3.6.1.5', '3.6.1.6']",Q9Y5L3 or P49961 or O75355 or Q8WVQ1 or O75356 or Q5MY95 or Q9Y227 or O75354
HMR_4000,-1.0 ATP --> 1.0 cAMP + 1.0 PPi,"['ANPRA_HUMAN', 'GCYA2_HUMAN', 'ADCY1_HUMAN', 'GCYB1_HUMAN', 'ADCY8_HUMAN', 'GUC2C_HUMAN', 'ADCY5_HUMAN', 'GCYA1_HUMAN', 'ADCY2_HUMAN', 'ADCY3_HUMAN', 'ADCY6_HUMAN', 'ANPRB_HUMAN', 'GUC2D_HUMAN', 'GUC2F_HUMAN', 'ADCY4_HUMAN', 'ADCYA_HUMAN', 'ADCY9_HUMAN', 'ADCY7_HUMAN']","['4.6.1.1', '4.6.1.2']",( Q02153 and Q02108 ) or P25092 or Q08462 or P51841 or P51828 or Q8NFM4 or Q02846 or O60266 or Q96PN6 or P33402 or P or P20594 or O60503 or Q08828 or P16066 or O95622 or O43306
HMR_4002,-2.0 ADP <--> 1.0 AMP + 1.0 ATP,"['TAF9_HUMAN', 'KAD2_HUMAN', 'KAD6_HUMAN', 'KAD3_HUMAN', 'KAD8_HUMAN', 'KAD4_HUMAN', 'KAD5_HUMAN', 'KAD1_HUMAN', 'KAD7_HUMAN', 'KAD9_HUMAN']",2.7.4.3,P54819 or Q9Y3D8 or P00568 or Q96M32 or Q9UIJ7 or Q9Y6K8 or Q5TCS8 or P27144 or Q96MA6 or Q16594
HMR_4004,-2.0 ADP <--> 1.0 AMP + 1.0 ATP,"['TAF9_HUMAN', 'KAD2_HUMAN', 'KAD6_HUMAN', 'KAD3_HUMAN', 'KAD8_HUMAN', 'KAD4_HUMAN', 'KAD5_HUMAN', 'KAD1_HUMAN', 'KAD7_HUMAN', 'KAD9_HUMAN']",2.7.4.3,P54819 or Q9Y3D8 or P00568 or Q96M32 or Q9UIJ7 or Q9Y6K8 or Q5TCS8 or P27144 or Q96MA6 or Q16594
HMR_4010,-1.0 AMP + -1.0 H2O --> 1.0 adenosine + 1.0 Pi,"['5NT1B_HUMAN', 'NT5C_HUMAN', 'C9J2C7_HUMAN', 'PPAP_HUMAN', '5NT3B_HUMAN', 'RBAK_HUMAN', '5NT3A_HUMAN', 'NT5M_HUMAN', '5NT1A_HUMAN', '5NTD_HUMAN', '5NTC_HUMAN']",3.1.3.5,P15309 or P49902 or Q9BXI3 or Q9H0P0 or Q8TCD5 or P21589 or Q969T7 or Q9NYW8 or Q96P26 or Q or C
HMR_4081,-1.0 AMP + -1.0 H2O --> 1.0 adenosine + 1.0 Pi,"['5NT1B_HUMAN', 'NT5M_HUMAN', 'NT5C_HUMAN', 'C9J2C7_HUMAN', '5NT3B_HUMAN', 'RBAK_HUMAN', '5NT3A_HUMAN', 'PPAP_HUMAN', '5NT1A_HUMAN', '5NTD_HUMAN', '5NTC_HUMAN']",3.1.3.5,P15309 or P49902 or Q9BXI3 or Q9H0P0 or Q8TCD5 or P21589 or Q969T7 or Q9NYW8 or Q96P26 or Q or C
HMR_4082,-1.0 AMP + -1.0 H2O --> 1.0 adenosine + 1.0 Pi,"['5NT1B_HUMAN', 'NT5C_HUMAN', 'C9J2C7_HUMAN', 'PPAP_HUMAN', '5NT3B_HUMAN', 'RBAK_HUMAN', '5NT3A_HUMAN', 'NT5M_HUMAN', '5NT1A_HUMAN', '5NTD_HUMAN', '5NTC_HUMAN']",3.1.3.5,P15309 or P49902 or Q9BXI3 or Q9H0P0 or Q8TCD5 or P21589 or Q969T7 or Q9NYW8 or Q96P26 or Q or C
